task_id,sonnet-4,deepseek-v3,gpt-4o,llama-3-3,mistral-3-2,qwen3-coder,category,num_failed
HumanEval/81,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/82,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/85,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/87,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/9,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/90,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/92,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/94,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/95,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/96,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/97,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/98,passed,passed,passed,passed,passed,passed,all_passed,0
HumanEval/99,passed,passed,passed,passed,passed,passed,all_passed,0
